feature,mean,std,min,max
sigla_uf,0.1148257749098333,0.012077115130279112,0.09908244716011794,0.13813634759916632
participacao_servicos_publicos_2020,0.004854951771157438,0.0024932867562184563,-0.0008365515420863945,0.008862384762399866
populacao_2021,0.004704980853588355,0.0023576734690048218,0.0007799727403712264,0.008222131134542954
pib_per_capita_2020,0.0037325360480756557,0.003353858605263778,0.00029455508154607735,0.009650382776722921
rede_nome,0.0016143379316806207,0.0003559088763375111,0.0010874577417094855,0.0022707400649475407
participacao_agropecuaria_2020,-0.000493828690640985,0.0006852312505775093,-0.001634387122034231,0.0004631218146670113
