threshold,tp,fp,fn,tn,f2,recall,precision,flag_rate
0.6000841305182081,99455,58233,525927,819194,0.18700060468950247,0.1590308003748109,0.6307074729846279,0.10492883659866291
0.5996100450192849,99485,58262,525897,819165,0.18705286215227834,0.1590787710551311,0.6306617558495565,0.10496809641145348
0.5993805739549802,99530,58275,525852,819152,0.18713339021476438,0.1591507270756114,0.6307151230949589,0.1050066908036883
0.5986024912980203,99771,58394,525611,819033,0.18756112077596926,0.15953609154085024,0.6308032750608542,0.10524624220376641
0.5984554419330859,99844,58404,525538,819023,0.187692497413316,0.15965282019629604,0.6309337242808756,0.10530147210989553
0.5984069507224092,99976,58495,525406,818932,0.18792488267852733,0.15986389118970484,0.6308788358753337,0.10544986089383282
0.598169695272141,99994,58499,525388,818928,0.1879571627442039,0.15989267359789697,0.6309048349138447,0.1054645001460598
0.5978756866997181,100345,58730,525037,818697,0.1885756725073226,0.16045393055764318,0.6308030803080308,0.10585177490951944
0.5976624068651288,100401,58813,524981,818614,0.1886710549162602,0.1605434758275742,0.6306040926049217,0.10594426836677183
0.5974793490412484,100735,58911,524647,818516,0.1892679697005908,0.1610775494018056,0.6309898149656115,0.10623173004686556
0.5972521879672084,100798,58960,524584,818467,0.18937836820244047,0.16117828783047802,0.6309417994717009,0.1063062571491121
0.5968305828830003,100811,58964,524571,818463,0.1894015826082186,0.16119907512528342,0.6309560319198874,0.10631756929856023
0.5955017795346709,100835,59012,524547,818415,0.1894415480719553,0.16123745166953957,0.6308219735121711,0.10636547957857585
0.5951983509326222,100852,59038,524530,818389,0.1894704251643297,0.16126463505505434,0.6307586465695165,0.10639409266247407
0.595068493258653,101081,59241,524301,818186,0.18986982737569735,0.1616308112481651,0.6304873941193349,0.10668155434256782
0.5949384748288368,101131,59253,524251,818174,0.1899593224719675,0.1617107623820321,0.6305554169992019,0.10672281041702572
0.5948682471627882,101143,59254,524239,818173,0.18998093484977976,0.16172995065416018,0.6305791255447422,0.10673146088425076
