attribute,student_rows,student_nonmissing,student_coverage,context_rows,context_nonmissing,context_coverage
alunos_por_turma_ai_2021,1502809,1502596,0.9998582654216205,5881,5871,0.9982996089100493
docentes_superior_ai_2021,1502809,1502636,0.9998848822438513,5881,5872,0.9984696480190444
horas_aula_ai_2021,1502809,1502596,0.9998582654216205,5881,5871,0.9982996089100493
