regiao,populacao_2021,pib_per_capita_2020,participacao_agropecuaria_2020,participacao_servicos_publicos_2020
Centro-Oeste,-0.1344043135678037,0.778058262264533,0.7269933419268162,-0.6484542346970964
Nordeste,0.1620757099902482,-0.7491214369279039,-0.39129862402170734,0.7269460434955637
Norte,0.23007284657636,-0.19490872903005158,0.35742639641106594,0.3864493857945418
Sudeste,0.0065505073576114835,0.03775386755768713,-0.3296659805377146,-0.13276396811183808
Sul,-0.2793855377134331,0.8672232293068077,0.4673333564509706,-0.8696527177749244
