variant,average_precision_risk_mean,average_precision_risk_std,roc_auc_risk_mean,roc_auc_risk_std,brier_risk_mean,brier_risk_std
ibge,0.5437760714358273,0.003986189724522617,0.6425777592210276,0.006533313287683448,0.22748105647774275,0.002696945401299679
ibge_inep,0.5443068970582471,0.004377041388308079,0.6431535849949209,0.006188336013171222,0.2273554236936466,0.0026756771939990924
