feature,populacao_2021,pib_per_capita_2020,participacao_agropecuaria_2020,participacao_servicos_publicos_2020,risco_observado
populacao_2021,1.0,-0.05965743000401362,-0.4384184123406985,-0.12279246706166791,0.18216630663466468
pib_per_capita_2020,-0.05965743000401362,1.0,0.2689457247309051,-0.9349304947272377,-0.26613426920244254
participacao_agropecuaria_2020,-0.4384184123406985,0.2689457247309051,1.0,-0.2552181614032402,-0.19618881359819598
participacao_servicos_publicos_2020,-0.12279246706166791,-0.9349304947272377,-0.2552181614032402,1.0,0.28439963325717676
risco_observado,0.18216630663466468,-0.26613426920244254,-0.19618881359819598,0.28439963325717676,1.0
