atributo,count,mean,std,min,25%,50%,75%,max,ausentes
populacao_2021,4871.0,33245.09669472388,148688.62891578823,909.0,5424.0,11563.0,24554.5,6775561.0,0
pib_per_capita_2020,4871.0,26098.8616136317,26914.37155504953,4924.04,10922.825,18256.44,32438.059999999998,591101.11,0
participacao_agropecuaria_2020,4871.0,21.98519447089018,17.027079518606246,0.0,8.417603587315789,17.23323545442636,33.103888437910626,87.99662255462145,0
participacao_servicos_publicos_2020,4871.0,33.85296555595983,17.013932272934863,1.7310791428663264,19.224579144023622,31.61779830081434,47.899394001872174,76.79708639154012,0
